id,title,tags,contenttype,usedin,featured,url,educationalrole,author,publisher,inlanguage,license,licenseurl
213,p ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/p.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
214,Q figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/Q-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
215,q ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/q.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
216,R figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/R-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
217,r ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/r.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
218,s 1 ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/s-1.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
219,S figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/S-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
220,s ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/s.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
221,T figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/T-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
222,t ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/t.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
223,U figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/U-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
224,u ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/u.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
225,V figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/V-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
226,v ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/v.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
227,W figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/W-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
228,w ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/w.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
229,X. figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/X.-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
230,x ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/x.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
231,Y figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/Y-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
232,y ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/y.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
233,Z figure ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/Z-figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
234,z ,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/a-letters/z.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
235,bananas-20/bananas-11-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-11-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
236,bananas-20/bananas-2-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-2-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
237,bananas-20/bananas-13-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-13-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
238,bananas-20/bananas-6-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-6-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
239,bananas-20/bananas-17-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-17-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
240,bananas-20/bananas-19-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-19-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
241,bananas-20/bananas-15-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-15-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
242,bananas-20/bananas-4-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-4-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
243,bananas-20/bananas-8-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-8-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
244,bananas-20/bananas-1-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-1-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
245,bananas-20/bananas-10-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-10-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
246,bananas-20/bananas-12-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-12-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
247,bananas-20/bananas-3-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-3-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
248,bananas-20/bananas-16-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-16-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
249,bananas-20/bananas-20-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-20-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
250,bananas-20/bananas-7-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-7-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
251,bananas-20/bananas-5-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-5-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
252,bananas-20/bananas-9-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-9-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
253,bananas-20/bananas-18-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-18-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
254,bananas-20/bananas-14-20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-20/bananas-14-20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
255,bananas-10/bananas-5-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-5-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
256,bananas-10/bananas-9-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-9-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
257,bananas-10/bananas-7-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-7-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
258,bananas-10/bananas-3-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-3-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
259,bananas-10/bananas-10-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-10-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
260,bananas-10/bananas-1-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-1-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
261,bananas-10/bananas-4-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-4-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
262,bananas-10/bananas-8-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-8-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
263,bananas-10/bananas-6-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-6-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
264,bananas-10/bananas-2-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bananas-10/bananas-2-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
265,bullets-5/bullets-5-5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bullets-5/bullets-5-5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
266,bullets-5/bullets-3-5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bullets-5/bullets-3-5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
267,bullets-5/bullets-1-5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bullets-5/bullets-1-5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
268,bullets-5/bullets-4-5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bullets-5/bullets-4-5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
269,bullets-5/bullets-2-5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/grid-bullets-5/bullets-2-5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
270,6 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 6 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
271,3 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 3 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
272, 9 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 9 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
273, 4 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 4 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
274, 1 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 1 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
275, 2 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 2 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
276, 7 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 7 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
277, 0 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 0 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
278, 8 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 8 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
279, 5 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/ 5 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
280,numbers/6 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/6 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
281,numbers/3 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/3 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
282,number 8,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/8.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
283,numbers 9,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/9.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
284,numbers/9 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/9 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
285,numbers/4 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/4 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
286,numbers/1 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/1 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
287,numbers/2 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/2 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
288,numbers/7 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/7 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
289,numbers/4,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/4.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
290,numbers/0 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/0 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
291,numbers/5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
292,numbers/7,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/7.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
293,numbers/6,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/6.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
294,numbers/2,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/2.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
295,numbers/8 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/8 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
296,numbers/3,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/3.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
297,numbers/5 figure,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/5 figure.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
298,numbers/1,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/1.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
299,numbers/0,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/numbers/0.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
300,_-10-#/10-4,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-4.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
301,_-10-#/10-5,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-5.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
302,_-10-#/10-7,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-7.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
303,_-10-#/10-6,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-6.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
304,_-10-#/10-2,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-2.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
305,_-10-#/10-3,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-3.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
306,_-10-#/10-1,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-1.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
307,_-10-#/10-10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
308,_-10-#/10-8,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-8.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
309,_-10-#/10-9,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/_-10-#/10-9.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
310,Compare number of objects 1/8,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/8.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
311,Compare number of objects 1/9,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/9.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
312,Compare number of objects 1/14,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/14.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
313,Compare number of objects 1/15,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/15.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
314,Compare number of objects 1/17,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/17.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
315,Compare number of objects 1/16,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/16.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
316,Compare number of objects 1/12,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/12.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
317,Compare number of objects 1/13,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/13.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
318,Compare number of objects 1/11,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/11.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
319,Compare number of objects 1/10,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/10.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
320,Compare number of objects 1/20,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/20.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
321,Compare number of objects 1/18,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/18.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
322,Compare number of objects 1/19,,illustration,,no,https://images-316715.ew.r.appspot.com/resourses/images/math/earlymath/Compare number of objects 1/19.png,Early Grades,Ildiko Gaspar,Global Digital Library,en,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
